EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevel,AgeGroup
E9D9-787A,Male,26,Some Travel,Technology,20,NY,White,Computer Science,Senior Software Engineer,Married,207687,1,Yes,No,5,0,5,4,No Formal Qualifications,Below_Average
8328-A764,Male,24,Some Travel,Technology,17,NY,Mixed or multiple ethnic groups,Other,Software Engineer,Married,30720,1,No,No,5,4,5,4,Masters ,Below_Average
90EB-28D4,Female,24,Frequent Traveller,Sales,29,CA,Black or African American,Economics,Sales Representative,Single,26608,0,No,No,5,0,3,1,No Formal Qualifications,Below_Average
E399-E4F6,Male,24,Some Travel,Sales,31,CA,American Indian or Alaska Native,Marketing,Sales Executive,Married,105502,2,No,No,5,2,5,2,Masters ,Below_Average
BEE2-8052,Female,26,Some Travel,Technology,45,IL,Black or African American,Computer Science,Software Engineer,Single,74096,0,No,No,5,0,5,4,Bachelors ,Below_Average
0DC1-7EE4,Female,25,No Travel ,Technology,28,CA,White,Other,Senior Software Engineer,Single,68762,0,Yes,No,5,3,5,4,Masters ,Below_Average
63D2-F412,Female,25,Some Travel,Sales,3,CA,White,Marketing,Sales Executive,Married,58631,3,Yes,No,5,4,4,3,No Formal Qualifications,Below_Average
4467-6B8F,Female,26,Frequent Traveller,Technology,28,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,79324,0,Yes,No,5,2,3,5,Masters ,Below_Average
0626-7020,Female,24,No Travel ,Technology,7,CA,Black or African American,Information Systems,Senior Software Engineer,Married,126527,1,Yes,No,5,1,5,3,High School ,Below_Average
C0B9-E4C1,Female,25,Some Travel,Technology,40,NY,White,Computer Science,Machine Learning Engineer,Married,80779,1,Yes,No,5,1,4,5,High School ,Below_Average
16B6-9C29,Female,26,Some Travel,Sales,18,CA,White,Marketing,Sales Executive,Single,62868,0,No,No,5,2,4,0,High School ,Below_Average
3A36-DA50,Female,24,Some Travel,Technology,26,CA,White,Information Systems,Senior Software Engineer,Married,80374,2,No,No,5,4,4,4,Bachelors ,Below_Average
5609-8585,Male,24,No Travel ,Sales,2,CA,American Indian or Alaska Native,Marketing,Sales Executive,Single,64277,0,No,No,5,4,4,5,Masters ,Below_Average
4971-33F9,Male,41,Some Travel,Technology,28,NY,American Indian or Alaska Native,Business Studies,Senior Software Engineer,Divorced,184411,3,No,No,5,5,5,4,Masters ,Above_Avergae
FC24-43F6,Female,26,Some Travel,Technology,33,CA,Black or African American,Computer Science,Data Scientist,Married,34805,0,No,No,5,5,5,0,Bachelors ,Below_Average
E73A-F20A,Male,33,Frequent Traveller,Technology,30,CA,White,Computer Science,Machine Learning Engineer,Married,200350,1,No,No,5,3,5,0,High School ,Above_Avergae
B57F-B5CE,Male,26,Some Travel,Technology,23,CA,White,Information Systems,Machine Learning Engineer,Married,78934,3,No,No,5,2,2,4,Doctorate,Below_Average
1D32-9620,Male,23,Some Travel,Human Resources,39,CA,Other ,Human Resources,HR Executive,Married,55805,1,No,No,5,3,3,1,High School ,Below_Average
5A78-0F17,Male,26,Some Travel,Sales,39,CA,Black or African American,Marketing,Sales Executive,Married,104176,1,No,No,5,2,3,3,Bachelors ,Below_Average
D045-B6CA,Female,26,Some Travel,Technology,34,CA,Black or African American,Information Systems,Software Engineer,Married,71198,0,No,Yes,5,0,0,1,Masters ,Below_Average
0EA5-3A95,Female,25,Some Travel,Technology,22,NY,Mixed or multiple ethnic groups,Business Studies,Software Engineer,Married,53271,1,No,No,5,5,5,1,Bachelors ,Below_Average
36E1-3DDF,Non-Binary,24,Some Travel,Technology,26,CA,Black or African American,Computer Science,Software Engineer,Single,34657,0,No,No,5,5,5,2,High School ,Below_Average
35D2-818A,Female,26,Frequent Traveller,Technology,16,CA,White,Other,Software Engineer,Married,62602,0,Yes,No,5,2,3,2,Masters ,Below_Average
2BD8-20A6,Female,35,Frequent Traveller,Technology,38,NY,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Single,310285,0,Yes,No,5,4,4,3,Doctorate,Above_Avergae
84E7-02D4,Male,26,Some Travel,Technology,41,CA,White,Business Studies,Machine Learning Engineer,Married,161600,1,No,Yes,5,0,2,0,Doctorate,Below_Average
7D2D-3831,Male,25,Some Travel,Technology,16,NY,Black or African American,Information Systems,Data Scientist,Divorced,37742,1,No,No,5,1,3,3,Bachelors ,Below_Average
FB4B-067E,Female,31,Some Travel,Technology,42,NY,White,Computer Science,Engineering Manager,Married,442820,0,Yes,No,5,1,2,2,Bachelors ,Above_Avergae
1243-8B63,Male,26,Some Travel,Technology,17,NY,Black or African American,Business Studies,Senior Software Engineer,Married,110761,1,No,No,5,0,5,3,Masters ,Below_Average
D75C-3E43,Male,25,Some Travel,Technology,24,CA,Native Hawaiian ,Other,Engineering Manager,Divorced,204154,1,Yes,No,5,2,3,0,Masters ,Below_Average
3747-3110,Male,23,Some Travel,Technology,12,NY,Black or African American,Computer Science,Software Engineer,Married,35776,2,Yes,No,5,0,3,4,Bachelors ,Below_Average
05F0-6F7B,Female,24,Some Travel,Technology,5,NY,White,Information Systems,Data Scientist,Single,100818,0,No,No,5,1,3,0,No Formal Qualifications,Below_Average
D712-9E1C,Non-Binary,24,Some Travel,Sales,8,IL,Black or African American,Economics,Sales Executive,Single,85238,0,No,No,5,0,4,1,High School ,Below_Average
BBE1-D4A5,Male,24,Some Travel,Technology,12,NY,White,Computer Science,Software Engineer,Single,33202,0,No,No,5,5,5,4,Bachelors ,Below_Average
B1BC-0011,Female,23,Some Travel,Technology,37,NY,White,Business Studies,Data Scientist,Divorced,36098,3,No,No,4,3,3,1,High School ,Below_Average
3653-D544,Female,25,Frequent Traveller,Sales,21,IL,Black or African American,Technical Degree,Sales Executive,Married,91332,1,No,No,4,3,3,3,High School ,Below_Average
A53B-DF3C,Female,22,Some Travel,Technology,2,NY,White,Computer Science,Data Scientist,Married,39732,1,Yes,No,4,1,2,2,Masters ,Below_Average
9BE8-2C44,Male,25,Frequent Traveller,Sales,42,IL,Black or African American,Marketing,Sales Executive,Married,72758,2,No,No,4,3,3,3,Bachelors ,Below_Average
5639-70C0,Female,36,Some Travel,Human Resources,31,IL,Black or African American,Human Resources,HR Manager,Divorced,509940,3,No,No,4,4,4,2,Masters ,Above_Avergae
3C78-06E7,Male,24,Some Travel,Technology,7,CA,Asian or Asian American,Information Systems,Software Engineer,Married,85074,1,No,No,4,1,2,4,Masters ,Below_Average
BBD0-FB7D,Female,23,Some Travel,Sales,19,NY,Mixed or multiple ethnic groups,Economics,Sales Executive,Divorced,87629,2,No,No,4,4,4,1,Masters ,Below_Average
106F-F7C7,Female,25,Some Travel,Technology,13,NY,Black or African American,Information Systems,Analytics Manager,Married,168483,0,Yes,No,4,2,3,1,No Formal Qualifications,Below_Average
A848-F98B,Male,25,Some Travel,Technology,37,CA,Black or African American,Computer Science,Data Scientist,Married,38038,0,No,Yes,2,1,1,1,High School ,Below_Average
EE7E-F5AC,Female,23,Some Travel,Sales,19,CA,White,Other,Sales Representative,Single,27185,0,No,No,4,4,4,0,Bachelors ,Below_Average
C27A-1115,Male,25,Frequent Traveller,Technology,20,NY,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,96514,1,No,No,4,4,4,0,Masters ,Below_Average
C57E-6E4F,Male,24,No Travel ,Technology,35,CA,Asian or Asian American,Computer Science,Data Scientist,Single,32502,0,Yes,Yes,1,1,1,0,Bachelors ,Below_Average
BBB4-89C7,Non-Binary,25,Some Travel,Technology,19,IL,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Divorced,90418,2,Yes,No,4,4,4,4,Bachelors ,Below_Average
84AD-D566,Female,22,Some Travel,Technology,16,CA,American Indian or Alaska Native,Business Studies,Software Engineer,Single,30838,0,No,No,4,4,4,0,Bachelors ,Below_Average
26DF-1241,Male,23,Some Travel,Sales,33,NY,White,Economics,Sales Representative,Married,30477,1,No,No,4,2,3,3,Bachelors ,Below_Average
4657-FE18,Non-Binary,29,Some Travel,Technology,25,CA,American Indian or Alaska Native,Information Systems,Senior Software Engineer,Married,145716,1,No,Yes,1,0,1,1,High School ,Above_Avergae
D93A-CC98,Female,24,Some Travel,Sales,27,NY,White,Marketing,Sales Executive,Single,208684,0,Yes,Yes,2,0,0,0,Masters ,Below_Average
75CF-67E0,Female,25,No Travel ,Technology,12,NY,Black or African American,Information Systems,Data Scientist,Divorced,28926,2,Yes,No,4,1,3,4,High School ,Below_Average
4188-C61D,Female,22,No Travel ,Technology,27,CA,White,Information Systems,Data Scientist,Single,23039,0,No,Yes,0,0,0,0,No Formal Qualifications,Below_Average
45A4-C1D0,Male,22,Some Travel,Technology,11,IL,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Divorced,74314,1,No,No,4,0,1,3,Bachelors ,Below_Average
6CC9-81FC,Male,25,No Travel ,Technology,43,CA,White,Computer Science,Data Scientist,Single,33086,0,No,No,4,4,4,2,Bachelors ,Below_Average
9283-E971,Female,40,Frequent Traveller,Sales,30,NY,Asian or Asian American,Marketing,Sales Executive,Married,250555,1,Yes,No,4,4,4,2,Masters ,Above_Avergae
72A2-1105,Female,22,Some Travel,Sales,36,NY,Black or African American,Marketing,Sales Executive,Single,60699,0,No,No,4,0,3,0,Bachelors ,Below_Average
34FB-D8F3,Male,25,Some Travel,Technology,11,NY,White,Computer Science,Engineering Manager,Married,285138,1,No,No,4,0,3,4,High School ,Below_Average
65C9-0885,Male,25,Frequent Traveller,Technology,24,CA,White,Computer Science,Senior Software Engineer,Divorced,121373,1,No,No,4,0,2,1,No Formal Qualifications,Below_Average
42F5-707F,Male,23,Some Travel,Technology,44,NY,White,Information Systems,Senior Software Engineer,Married,81034,2,Yes,No,4,1,1,0,Bachelors ,Below_Average
03D3-AA88,Male,23,Some Travel,Technology,8,NY,White,Other,Software Engineer,Married,42250,2,No,No,4,1,2,4,Masters ,Below_Average
1A38-1D62,Female,24,Some Travel,Technology,21,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Divorced,36862,1,Yes,No,4,2,4,0,Bachelors ,Below_Average
D7C2-EAA5,Female,23,Frequent Traveller,Technology,16,CA,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Divorced,67558,1,No,No,4,1,1,1,Masters ,Below_Average
6151-4A92,Non-Binary,25,No Travel ,Technology,29,CA,White,Computer Science,Machine Learning Engineer,Single,105411,0,No,No,4,2,4,2,Masters ,Below_Average
EA37-AE5E,Female,23,Some Travel,Sales,5,IL,White,Marketing,Sales Executive,Married,69678,1,No,No,4,0,0,2,Bachelors ,Below_Average
41A7-9C19,Female,23,Some Travel,Sales,8,NY,Mixed or multiple ethnic groups,Economics,Sales Executive,Married,78937,1,No,No,4,0,3,0,Masters ,Below_Average
A409-26AC,Non-Binary,25,Frequent Traveller,Technology,34,NY,Black or African American,Computer Science,Engineering Manager,Married,170803,0,No,No,4,2,2,3,No Formal Qualifications,Below_Average
994A-5F84,Male,25,Some Travel,Sales,44,CA,White,Technical Degree,Sales Representative,Single,37461,0,No,No,4,3,4,3,No Formal Qualifications,Below_Average
0B19-EFB2,Female,39,Frequent Traveller,Technology,25,CA,White,Computer Science,Engineering Manager,Single,300594,0,Yes,No,4,1,4,2,Masters ,Above_Avergae
1DC4-97CF,Female,25,Some Travel,Sales,28,CA,White,Marketing,Sales Executive,Single,167051,0,No,No,4,3,4,1,Masters ,Below_Average
07F6-D61B,Female,23,Some Travel,Technology,5,NY,White,Information Systems,Software Engineer,Divorced,23995,1,No,No,4,4,4,0,Bachelors ,Below_Average
81FF-8D6C,Female,24,Some Travel,Sales,13,CA,Black or African American,Economics,Sales Representative,Single,24095,0,No,Yes,2,2,2,1,Bachelors ,Below_Average
81F1-950F,Female,25,Some Travel,Technology,26,NY,White,Computer Science,Analytics Manager,Divorced,174400,1,No,No,4,0,2,4,Masters ,Below_Average
F1B6-31B7,Female,25,Some Travel,Human Resources,31,CA,Mixed or multiple ethnic groups,Marketing,HR Executive,Married,48797,2,No,No,4,2,4,4,Bachelors ,Below_Average
FB6A-3F11,Female,22,Frequent Traveller,Technology,21,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Married,34193,0,No,No,4,2,4,3,No Formal Qualifications,Below_Average
DB6B-88DA,Female,25,Some Travel,Technology,1,IL,Native Hawaiian ,Information Systems,Software Engineer,Married,48570,1,Yes,No,4,4,4,1,No Formal Qualifications,Below_Average
5F06-D3F6,Male,28,No Travel ,Technology,24,NY,White,Computer Science,Machine Learning Engineer,Divorced,193347,2,Yes,No,4,4,4,0,Masters ,Below_Average
425F-4D2D,Female,25,Some Travel,Sales,30,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,57742,2,Yes,No,4,3,4,1,Masters ,Below_Average
DBF5-E57D,Male,25,Some Travel,Technology,25,CA,White,Other,Analytics Manager,Divorced,303446,1,No,No,4,0,3,0,Bachelors ,Below_Average
4C99-E626,Female,25,No Travel ,Technology,11,CA,Black or African American,Computer Science,Data Scientist,Single,96779,0,No,No,4,0,0,3,Bachelors ,Below_Average
C016-FA12,Female,25,Some Travel,Sales,22,NY,American Indian or Alaska Native,Marketing,Sales Representative,Single,32894,0,No,Yes,2,2,2,1,No Formal Qualifications,Below_Average
6BE1-09FB,Male,25,Some Travel,Sales,29,CA,White,Marketing,Sales Executive,Married,95643,1,No,No,4,0,3,1,Masters ,Below_Average
61E2-6540,Non-Binary,24,Some Travel,Technology,7,CA,Black or African American,Computer Science,Senior Software Engineer,Married,44256,2,No,No,4,2,4,3,Masters ,Below_Average
FE0F-498F,Female,22,Some Travel,Technology,36,CA,White,Other,Data Scientist,Divorced,57686,2,No,No,4,2,4,1,Bachelors ,Below_Average
D91C-815B,Female,22,Frequent Traveller,Sales,26,CA,White,Economics,Sales Representative,Married,42250,2,Yes,Yes,4,1,3,2,High School ,Below_Average
F8D4-3CAB,Non-Binary,23,Some Travel,Human Resources,45,CA,White,Marketing,HR Executive,Married,99052,2,No,No,4,3,4,2,Bachelors ,Below_Average
21C8-00EC,Male,22,Some Travel,Technology,37,IL,Asian or Asian American,Information Systems,Senior Software Engineer,Divorced,52314,2,No,No,4,0,3,0,High School ,Below_Average
1424-0B0C,Female,36,No Travel ,Technology,35,IL,White,Information Systems,Senior Software Engineer,Divorced,356378,1,Yes,No,4,2,4,4,No Formal Qualifications,Above_Avergae
4C72-E72F,Female,24,Some Travel,Sales,43,CA,White,Economics,Sales Executive,Divorced,54841,3,Yes,No,4,3,4,0,High School ,Below_Average
ABC2-0036,Female,24,Some Travel,Technology,17,NY,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Married,101408,3,No,No,4,0,2,1,Bachelors ,Below_Average
2BCE-F73C,Male,23,Frequent Traveller,Sales,26,CA,Asian or Asian American,Marketing,Sales Executive,Single,68046,0,No,No,4,4,4,2,Masters ,Below_Average
D4BE-786C,Male,24,No Travel ,Sales,3,NY,White,Economics,Sales Executive,Single,128634,0,No,No,4,4,4,4,Bachelors ,Below_Average
2EF6-8D96,Female,24,Some Travel,Technology,12,CA,White,Information Systems,Software Engineer,Married,22965,3,No,No,4,4,4,4,Masters ,Below_Average
E6F7-EF68,Male,22,Some Travel,Sales,32,NY,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,52318,1,No,No,4,4,4,0,Bachelors ,Below_Average
4862-E40F,Male,46,Some Travel,Technology,39,CA,Mixed or multiple ethnic groups,Computer Science,Analytics Manager,Single,381759,0,No,No,4,2,4,4,Bachelors ,Above_Avergae
9591-C955,Male,24,No Travel ,Technology,35,CA,Asian or Asian American,Information Systems,Software Engineer,Divorced,65838,3,Yes,No,4,2,2,2,Bachelors ,Below_Average
E1FE-67B5,Non-Binary,25,Some Travel,Technology,8,CA,American Indian or Alaska Native,Information Systems,Senior Software Engineer,Single,126055,0,No,No,4,4,4,2,Bachelors ,Below_Average
4D59-B831,Female,25,Some Travel,Human Resources,14,CA,Other ,Human Resources,Recruiter,Married,22150,1,No,Yes,2,0,1,1,No Formal Qualifications,Below_Average
CCE7-36ED,Male,36,Some Travel,Technology,11,NY,Asian or Asian American,Computer Science,Machine Learning Engineer,Married,236739,2,No,No,4,3,4,3,Bachelors ,Above_Avergae
ACB2-6640,Female,24,Some Travel,Sales,16,CA,White,Marketing,Sales Executive,Divorced,75250,1,No,No,4,0,0,0,Masters ,Below_Average
8369-ED26,Prefer Not To Say,25,No Travel ,Technology,19,NY,Asian or Asian American,Information Systems,Machine Learning Engineer,Divorced,83894,1,No,No,4,2,2,3,High School ,Below_Average
AEEC-804D,Female,23,No Travel ,Technology,24,NY,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Divorced,69325,1,No,No,4,3,4,4,Masters ,Below_Average
CAD7-01BE,Male,47,Some Travel,Sales,26,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,244765,2,Yes,No,4,2,3,1,Masters ,Above_Avergae
4938-402A,Male,24,No Travel ,Sales,6,CA,Black or African American,Economics,Manager,Divorced,135407,1,No,No,4,2,4,2,Bachelors ,Below_Average
7D95-B5B1,Female,25,Some Travel,Technology,28,CA,White,Computer Science,Senior Software Engineer,Single,70737,0,No,No,4,3,3,3,Masters ,Below_Average
7805-8A7C,Non-Binary,28,Some Travel,Technology,15,CA,Native Hawaiian ,Computer Science,Engineering Manager,Single,337046,0,No,No,4,3,4,0,Masters ,Below_Average
648E-FE5F,Male,25,Some Travel,Sales,11,CA,Black or African American,Marketing,Sales Executive,Single,58914,0,No,No,4,0,1,0,Bachelors ,Below_Average
5634-9D10,Female,25,Some Travel,Technology,23,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,42656,0,No,No,4,1,4,2,No Formal Qualifications,Below_Average
1147-7E2F,Male,22,Some Travel,Technology,23,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Single,37021,0,No,Yes,3,0,1,2,Bachelors ,Below_Average
2DD1-FD7F,Male,22,Some Travel,Technology,3,CA,Other ,Computer Science,Data Scientist,Single,34753,0,Yes,Yes,1,0,0,0,Bachelors ,Below_Average
682D-8FD8,Female,25,Some Travel,Technology,37,NY,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Married,188516,1,No,No,4,1,3,1,High School ,Below_Average
3EAA-95E5,Non-Binary,40,Some Travel,Technology,40,CA,White,Computer Science,Machine Learning Engineer,Divorced,265523,1,No,No,4,1,3,1,Masters ,Above_Avergae
ECC7-B638,Male,24,Frequent Traveller,Sales,44,NY,Black or African American,Marketing,Sales Executive,Married,41741,1,No,No,4,0,1,0,Bachelors ,Below_Average
0AF4-EC15,Female,24,Some Travel,Sales,33,CA,Native Hawaiian ,Marketing,Sales Executive,Single,91915,0,No,No,4,0,4,4,Bachelors ,Below_Average
66BC-7AC0,Male,22,Frequent Traveller,Sales,33,NY,White,Marketing,Sales Representative,Married,33657,1,No,Yes,3,0,2,0,Bachelors ,Below_Average
503B-AACE,Female,25,Some Travel,Technology,10,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Single,23198,0,No,No,4,0,3,0,Bachelors ,Below_Average
BFAF-1ED1,Male,24,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Divorced,67538,1,No,No,4,3,4,2,Masters ,Below_Average
05CD-292D,Male,24,Some Travel,Technology,1,CA,White,Other,Software Engineer,Single,54501,0,No,No,4,4,4,2,Bachelors ,Below_Average
C6F6-CDFE,Female,24,Some Travel,Sales,8,CA,White,Marketing,Sales Representative,Married,50513,1,No,No,4,0,4,1,Masters ,Below_Average
DCA7-D382,Male,22,Some Travel,Technology,8,NY,White,Information Systems,Data Scientist,Divorced,54371,3,No,No,4,4,4,2,No Formal Qualifications,Below_Average
07F5-A45D,Male,24,Frequent Traveller,Sales,23,CA,Asian or Asian American,Economics,Sales Representative,Single,38448,0,Yes,Yes,4,3,3,2,High School ,Below_Average
F72B-49FF,Female,36,Some Travel,Technology,14,CA,American Indian or Alaska Native,Business Studies,Machine Learning Engineer,Married,251681,1,No,No,4,2,3,3,Bachelors ,Above_Avergae
5919-4ADE,Female,24,Some Travel,Technology,11,CA,White,Computer Science,Senior Software Engineer,Married,65486,1,No,No,4,4,4,0,Bachelors ,Below_Average
9723-FED9,Female,24,Some Travel,Technology,4,CA,Black or African American,Business Studies,Data Scientist,Married,41555,1,No,No,4,4,4,2,Bachelors ,Below_Average
61E5-836E,Non-Binary,24,Some Travel,Technology,1,CA,White,Business Studies,Software Engineer,Divorced,35199,1,No,No,4,0,0,1,Bachelors ,Below_Average
2937-EB65,Male,24,Some Travel,Sales,16,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Single,116132,0,No,No,4,1,4,1,Bachelors ,Below_Average
2A89-93B6,Female,24,Some Travel,Technology,13,NY,White,Computer Science,Data Scientist,Single,30117,0,No,Yes,3,1,1,2,Masters ,Below_Average
2FC6-7ED5,Female,44,Frequent Traveller,Technology,29,CA,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,303779,1,No,No,4,0,0,0,No Formal Qualifications,Above_Avergae
7DA1-A202,Female,24,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Divorced,28539,2,No,No,4,1,2,1,Masters ,Below_Average
4875-109B,Female,23,Some Travel,Sales,40,IL,White,Marketing,Sales Executive,Married,52039,0,Yes,No,4,1,1,0,Masters ,Below_Average
B375-26A9,Female,24,No Travel ,Human Resources,5,NY,Asian or Asian American,Human Resources,HR Executive,Divorced,41745,3,No,No,4,2,4,0,Bachelors ,Below_Average
7F61-2397,Non-Binary,41,No Travel ,Technology,26,CA,White,Computer Science,Analytics Manager,Married,283081,1,Yes,Yes,4,1,3,2,Masters ,Above_Avergae
5839-7AE2,Male,25,Some Travel,Technology,24,NY,Black or African American,Business Studies,Senior Software Engineer,Single,175342,0,Yes,No,4,3,4,3,High School ,Below_Average
AD1C-2AC5,Female,22,No Travel ,Technology,6,CA,White,Information Systems,Data Scientist,Divorced,38169,3,No,No,4,4,4,4,High School ,Below_Average
4F28-CFAF,Female,25,Some Travel,Sales,11,IL,Black or African American,Marketing,Sales Executive,Single,53930,0,Yes,Yes,3,2,3,1,Bachelors ,Below_Average
0FE8-B881,Male,25,Some Travel,Sales,12,IL,Asian or Asian American,Marketing,Sales Executive,Divorced,118048,2,No,No,4,4,4,3,Bachelors ,Below_Average
FAB0-2FF2,Female,22,Some Travel,Technology,45,NY,Asian or Asian American,Information Systems,Senior Software Engineer,Divorced,80975,3,No,No,4,4,4,1,Bachelors ,Below_Average
12A7-AFD6,Non-Binary,24,Some Travel,Sales,22,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,53530,0,Yes,No,4,3,3,1,Bachelors ,Below_Average
7E76-154C,Female,25,Some Travel,Technology,40,NY,White,Business Studies,Machine Learning Engineer,Married,75250,1,No,No,4,1,4,0,Bachelors ,Below_Average
2F04-931F,Male,23,Some Travel,Technology,25,CA,Mixed or multiple ethnic groups,Business Studies,Data Scientist,Single,37121,0,Yes,Yes,1,0,0,0,Bachelors ,Below_Average
5B11-3DB3,Female,24,Some Travel,Sales,43,CA,Asian or Asian American,Economics,Sales Executive,Married,144335,0,No,Yes,0,0,0,0,Masters ,Below_Average
7A5A-CC91,Female,23,Some Travel,Sales,12,NY,Black or African American,Marketing,Sales Executive,Single,45024,0,No,No,4,0,1,0,Masters ,Below_Average
FB1F-9947,Female,23,Some Travel,Technology,4,IL,White,Business Studies,Machine Learning Engineer,Divorced,106418,1,Yes,No,4,0,3,0,Bachelors ,Below_Average
E72B-64FA,Male,41,Some Travel,Technology,7,NY,Asian or Asian American,Information Systems,Engineering Manager,Divorced,273211,2,No,No,4,3,4,3,Masters ,Above_Avergae
0AE7-DDE2,Male,23,Some Travel,Technology,8,CA,White,Information Systems,Machine Learning Engineer,Married,46850,1,No,No,4,3,4,2,High School ,Below_Average
F80F-29CB,Male,23,Some Travel,Technology,5,CA,White,Other,Machine Learning Engineer,Divorced,77420,2,No,No,4,4,4,3,High School ,Below_Average
6542-3E93,Male,25,No Travel ,Technology,44,CA,American Indian or Alaska Native,Information Systems,Machine Learning Engineer,Married,57765,0,No,No,4,1,3,2,Masters ,Below_Average
1914-B934,Female,22,Frequent Traveller,Sales,19,NY,Mixed or multiple ethnic groups,Marketing,Sales Representative,Single,22122,0,Yes,Yes,3,2,2,1,Bachelors ,Below_Average
ADA1-966E,Female,40,Some Travel,Technology,29,CA,White,Computer Science,Engineering Manager,Married,304343,1,Yes,No,4,2,4,0,Bachelors ,Above_Avergae
E151-8C7D,Female,25,Some Travel,Technology,24,NY,Mixed or multiple ethnic groups,Other,Software Engineer,Single,41243,0,Yes,No,4,3,4,4,Masters ,Below_Average
7823-0217,Non-Binary,25,Frequent Traveller,Sales,43,CA,White,Marketing,Sales Executive,Married,81889,0,Yes,Yes,0,0,0,0,Masters ,Below_Average
B148-55FB,Male,38,Frequent Traveller,Technology,23,CA,American Indian or Alaska Native,Computer Science,Machine Learning Engineer,Single,231699,0,No,Yes,1,0,0,0,Masters ,Above_Avergae
8EBD-B3E8,Male,25,Some Travel,Technology,14,IL,Black or African American,Computer Science,Software Engineer,Single,40079,0,Yes,No,4,3,4,1,High School ,Below_Average
CEE1-DA0F,Female,23,Some Travel,Technology,23,CA,White,Computer Science,Software Engineer,Single,40438,0,Yes,No,4,0,0,2,Bachelors ,Below_Average
7A2A-0600,Male,24,Frequent Traveller,Technology,36,CA,White,Computer Science,Software Engineer,Divorced,30233,3,No,No,4,0,4,0,Bachelors ,Below_Average
8CC3-0C6A,Female,24,Frequent Traveller,Sales,9,CA,American Indian or Alaska Native,Marketing,Sales Executive,Married,125759,0,No,No,4,3,3,0,No Formal Qualifications,Below_Average
5AC6-91D4,Female,23,Some Travel,Technology,16,CA,White,Information Systems,Machine Learning Engineer,Married,56946,1,No,No,4,2,4,4,High School ,Below_Average
1FE3-22BF,Female,25,Some Travel,Technology,20,NY,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,65642,1,No,No,4,4,4,0,Bachelors ,Below_Average
BDC5-51CF,Female,25,Frequent Traveller,Sales,3,IL,Mixed or multiple ethnic groups,Other,Sales Executive,Single,56163,0,Yes,Yes,0,0,0,0,Masters ,Below_Average
5381-86E4,Male,24,Some Travel,Technology,11,CA,White,Computer Science,Senior Software Engineer,Single,57054,0,No,No,4,4,4,4,Bachelors ,Below_Average
A161-29FC,Non-Binary,22,Some Travel,Technology,6,NY,White,Business Studies,Software Engineer,Married,21649,1,No,No,4,1,4,1,Bachelors ,Below_Average
DB54-E47D,Female,22,Frequent Traveller,Technology,29,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Single,45850,0,No,No,4,2,3,1,High School ,Below_Average
4DDB-A84D,Male,46,Some Travel,Sales,38,IL,White,Marketing,Sales Executive,Married,325452,1,No,No,4,3,4,3,Bachelors ,Above_Avergae
6376-F58F,Female,22,Some Travel,Technology,4,CA,White,Computer Science,Senior Software Engineer,Single,73653,0,No,No,4,2,3,3,High School ,Below_Average
82B4-8569,Male,44,Some Travel,Sales,44,CA,Mixed or multiple ethnic groups,Marketing,Manager,Divorced,313891,1,No,No,4,4,4,3,Bachelors ,Above_Avergae
CDAC-40FE,Female,22,Some Travel,Technology,41,CA,Black or African American,Information Systems,Machine Learning Engineer,Single,75810,0,No,No,4,2,4,3,Doctorate,Below_Average
A885-BF42,Male,24,Some Travel,Technology,19,CA,White,Computer Science,Data Scientist,Single,32173,0,No,No,4,1,4,1,High School ,Below_Average
